start,text
3621.8799999999997,necessary for forming a coherent
3623.7599999999998,understanding of the total of
3625.2799999999997,the different types of sentences
3627.12,that a language understanding
3628.6,process then needs to be able to
3630.48,understand. So the important
3633.56,thing to remember when
3634.52,considering how BERT works is
3636.28,that a transformer as described
3638.0,in the previous section really
3639.52,is just a mapping from a set of
3641.76,distributed word representations
3644.0400000000004,to another set of distributed
3645.76,word representations. So as I
3648.2000000000003,talked about in the last
3649.0800000000004,"section, the first layer of a"
3650.52,transformer goes from the
3652.32,particular input symbols passed
3654.28,"to the model to a space, a"
3656.0,geometric space of continued
3657.5600000000004,"value vectors. And of course,"
3659.6400000000003,what comes out after these many
3661.48,layers of self-attention is
3664.48,precisely another space of
3667.36,continuous valued vectors and
3670.44,corresponding to each of the
3672.04,"words in the input, the exact"
3675.36,same set of words that are in
3676.4,the input. So if I pass a
3678.68,"sentence to a transformer model,"
3682.2,it'll very quickly compute a set
3684.12,of embeddings for each of the
3685.72,"words in that sentence, and then"
3687.48,"it will output, it will pass"
3689.12,them through self-attention
3690.04,models and output a set of
3692.04,embeddings for each of the words
3693.28,"in that sentence. But of course,"
3694.76,each of those embeddings will be
3695.8,"highly contextualised, highly"
3698.6400000000003,modulated by all the other words
3700.2000000000003,"in the sentence, and hopefully"
3701.7200000000003,will have gone through the
3702.6400000000003,sorts of processing needed for
3704.96,"us to, for the model to sort of"
3706.5600000000004,gradually and incrementally form
3708.44,a reasonable representation of
3710.2400000000002,what the sentence means. So
3712.88,given that fact that a
3714.76,transformer is just a mapping
3716.8,from a set of word
3717.96,representations to a modified
3720.6800000000003,set of word representations of
3722.76,"the same length, there's quite"
3726.36,an easy way in which we could
3728.8,train such a model in order to
3731.0,extract knowledge from an
3732.88,enormous amount of text that we
3734.2400000000002,might just have lying around. So
3736.6400000000003,"in particular, the insight from"
3738.6400000000003,BERT is precisely how can we get
3740.88,knowledge into the weights of
3742.0,such a model without requiring
3746.0800000000004,"problems or data, which has been"
3748.44,labelled by human experts or
3751.92,some other mechanism in order to
3754.64,give the model sort of knowledge
3756.48,of what's the right
3757.2000000000003,classification or what's the
3758.2400000000002,right answer to make. So how can
3760.12,"we get knowledge into a model,"
3762.2400000000002,transform a model in an
3763.28,unsupervised way? And the
3766.4,approach that the authors of
3767.4,BERT take is firstly by means of
3771.12,a masked language model
3772.44,pre-training phase. So the way
3774.64,this works is the following. The
3776.96,authors just considered the
3778.04,problem of mapping a particular
3780.16,sequence of words to the exact
3783.96,same sequence of words. So the
3786.3599999999997,job of this transformer in
3787.56,theory is just to represent a
3789.7599999999998,"sentence, for example, and then"
3792.12,output a sentence at the very
3794.48,top of its network. But rather
3799.52,than having the model output the
3802.44,"exact same sentence, instead in"
3806.3199999999997,"the input to the model, one of"
3807.88,the words is masked out. So the
3810.2400000000002,model is not aware of one of the
3811.7200000000003,words in the input sentence. And
3814.1600000000003,instead of having to predict all
3815.7200000000003,of the words in the input
3816.96,"sentence, the model just has to"
3818.76,make a prediction conditioned on
3821.2000000000003,the output embedding for the
3823.52,missing word of what that
3826.6,missing word was. So it just has
3828.56,"to answer the question, you know,"
3830.6400000000003,here's a sentence with a missing
3831.96,"word in it, sucking up from"
3834.6800000000003,"words, and the model just has to"
3837.52,make the prediction that the
3838.6,missing word in that case is
3839.88,knowledge. And when training the
3843.88,"model, the authors of BERT do"
3845.36,that with 15% of words at random.
3847.96,So they present sentences from
3849.8,any particular place where we
3851.84,might be able to get running
3852.64,text language. And the authors
3855.04,mask out words with a
3856.56,probability of 15% and then ask
3858.92,the model to make a prediction
3861.52,"and backpropagate the cost,"
3865.48,which is essentially the
3867.52,"likelihood, the negative log"
3868.96,likelihood of the model having
3870.92,predicted that word over all of
3872.36,the other words in its
3873.04,vocabulary. So that's masked
3875.68,language model pre-training. But
3877.44,one thing that the authors
3878.36,noticed is that if they trained
3881.28,"the model in that way, then on"
3882.8,"the test set, when they came to"
3883.84,"use this model, of course, in"
3885.52,"the input, there wouldn't"
3886.76,actually be any tokens masked
3888.2,out. So there's a risk that just
3891.52,by training the model in this
3892.56,"way, it would not behave well on"
3895.16,inputs where there wasn't
3896.0,anything masked out. So for a
3897.7999999999997,"small amount of the time,"
3900.44,"instead of masking out a word,"
3902.3999999999996,they have the model make a
3904.2,prediction of which word is
3906.3199999999997,"missing, even though they didn't"
3907.96,actually mask a word out. So no
3909.24,"word is missing. In this case,"
3910.52,the model really does just need
3911.7599999999998,to retain which word is in a
3914.52,particular point in the sentence
3916.04,and at the output representation
3917.44,"corresponding to that point,"
3919.04,"conditioned on that, make a"
3920.3199999999997,prediction of what that word
3921.3199999999997,"was. This, of course, if this"
3923.04,"was just the only objective, the"
3924.32,model would never have to do any
3925.52,sort of inference. It would
3927.1200000000003,never have to make any sort of
3929.36,unexpected judgement about what
3931.2400000000002,word could be missing. It would
3932.6000000000004,instead just be able to copy
3934.0,knowledge straight through. And
3935.6000000000004,that wouldn't lead to any
3936.6400000000003,interesting formation of any
3937.8,interesting representations. So
3939.1600000000003,"this is only done occasionally,"
3940.8,but it does make the model
3942.44,perform better on the test set
3945.36,because the model does not kind
3947.2400000000002,of find itself completely out of
3949.52,its training experience when it
3951.52,encounters sentences for which
3952.76,"no words are masked out. Okay,"
3955.7200000000003,so that's the masked language
3957.1200000000003,"model, modelling objective. But"
3960.7200000000003,in order for BERT to be an
3961.8,"effective language processor,"
3964.6000000000004,the authors wanted it to also be
3967.36,able to be aware of the flow of
3969.88,how meaning works on a longer
3971.88,scale than just within a
3973.2400000000002,particular sentence. So in
3976.0,"order to achieve this, they came"
3977.48,up with an additional mechanism
3979.88,for training the weights in the
3981.52,"BERT model, which is"
3983.88,complimentary to the masked
3985.12,language model objective. So
3986.84,this objective can be trained at
3988.4,the same time as the masked
3989.72,language modelling objective.
3991.2,"And as in that case, it doesn't"
3993.52,require any data that's been
3995.24,labelled by experts or found to
3997.92,have a right answer in some way.
3999.32,We can just construct this
4000.7599999999998,objective by taking running text
4003.6,from the internet. The way this
4005.92,"works, this is called the next"
4006.96,sentence prediction pre-training
4008.48,objective. So the way this works
4010.08,is the authors add an additional
4012.12,"input token at the start, and"
4014.24,it's the output embedding
4016.08,corresponding to that input
4017.64,location that's going to be used
4019.7999999999997,to make the prediction on this
4021.2799999999997,objective. Then as input to the
4024.84,"model, the model is presented"
4026.7599999999998,"with not one sentence, but two"
4028.2,sentences in this case. And so
4031.16,there's the additional input
4032.48,"token, then there's the first"
4033.92,"sentence, then a separation"
4035.2799999999997,"token, and then the second"
4037.08,sentence. And that's all passed
4038.7599999999998,to the transformer and its
4039.72,process through in parallel. At
4041.24,"the end, the model produces"
4042.8799999999997,representations for corresponding
4045.4399999999996,"to each of the input tokens, but"
4047.72,it's only the initial
4049.9599999999996,representation corresponding to
4051.3199999999997,this additional token that was
4053.24,added to the input that needs to
4055.64,be considered in this objective.
4057.9199999999996,"And conditioned on that, the"
4059.3199999999997,model just makes a binary choice
4061.9599999999996,of whether or not this was
4065.0,actually two consecutive
4066.3999999999996,sentences from the training
4068.0,"corpus. So in this case, it is"
4071.0,"two consecutive sentences, SID"
4072.68,went outside and it began to
4074.4,"rain. So in this case, the model"
4075.76,"would predict, yes, those are"
4077.32,two sentences which are likely
4078.84,to follow one another in a
4079.84,"corpus. But by shuffling data,"
4083.24,"the trainers can, the people who"
4085.12,train the model can also present
4086.72,it with negative cases. So cases
4089.64,where one sentence didn't follow
4091.44,the other sentence. And so that
4093.68,might look something like SID
4094.72,"went outside, unfortunately it"
4096.84,wasn't. So the objective of the
4099.84,model here is to identify this
4101.64,as two sentences which don't fit
4103.52,well together and to make the
4104.68,"prediction, no, on the next"
4107.6,sentence prediction task. So by
4110.12,combining next sentence
4111.24,prediction and mask language
4112.64,"modelling, slowly the weights of"
4114.64,"this large transformer, the"
4116.400000000001,"BERT transformer, gradually"
4118.400000000001,start to acquire knowledge of
4120.28,how words interact in sentences
4122.4800000000005,"typically, maybe abstract"
4124.04,knowledge of the typical ways in
4126.24,which meaning flows through
4127.36,"sentences. And of course, in"
4130.2,"their, the spaces in which they"
4132.639999999999,represent each of the
4133.639999999999,individual words at various
4135.12,"levels of the stack, things"
4137.4,"start to happen, like words that"
4139.44,have similar meanings start to
4141.0,come close together. The model
4143.5199999999995,"might be required, might"
4144.36,require to separate them out
4145.84,into the different parallel
4147.08,heads if words have various
4148.8,different senses. And so a lot
4152.2,of the general knowledge that we
4154.599999999999,talked about being very
4155.76,necessary for forming a
4158.2,consistent and coherent
4159.360000000001,representation of loads of
4160.96,different language sentences can
4162.4800000000005,start to be introduced into the
4164.24,weights of this model as it
4165.92,trains according to these
4166.92,unsupervised objectives. So
4169.320000000001,"that's the theory behind BERT,"
4172.2,or at least the intuition behind
4173.6,"BERT. And of course, because"
4175.6,neither of those training
4176.72,objectives required any sort of
4178.04,"particular labels, you can, BERT"
4180.320000000001,is trainable on all of the texts
4182.2,that exist in digital form in
4183.92,English around the world. So you
4186.08,could take any text from the
4187.36,internet and use it to train
4189.6,more and more knowledge in
4190.88,theory into the weights of BERT.
4193.6,"Of course, that's in principle"
4196.6,"how BERT works, but it wouldn't"
4198.64,be a very convincing
4199.52,demonstration unless there was
4200.68,some evaluation. And in this
4202.92,"case, the way that the BERT is"
4205.36,then evaluated is by taking its
4208.12,knowledge in all of those ways
4209.64,and using that as a start
4212.04,process to train on many
4213.92,specific language understanding
4215.48,tasks. And these tasks
4216.92,"typically have, they do use"
4218.32,labeled data and they typically
4219.64,have a lot less data. So in
4222.16,order to apply BERT to these
4223.84,"models, the BERT weights, which"
4225.96,are trained on all of the
4226.8,"unsupervised objectives, are"
4229.24,then taken and the data specific
4232.56,to each of these tasks is passed
4234.16,through the BERT model. And then
4235.72,"BERT is, the BERT weights are"
4238.08,updated according to the signal
4241.44,from the supervised learning
4242.639999999999,signal from these actual
4245.16,specific language understanding
4246.759999999999,tasks. Typically this process of
4250.32,fine tuning the BERT
4251.759999999999,representations for a specific
4253.16,task takes place separately and
4255.639999999999,independently for each of those
4257.2,additional tasks. And it's also
4259.759999999999,necessary in many cases when
4262.12,fine tuning in this way to add
4263.879999999999,a little bit of machinery onto
4265.5599999999995,"the top of BERT because, you"
4267.44,"know, in the standard BERT"
4268.679999999999,"architecture, it's just making"
4270.2,predictions where it outputs a
4272.76,number of distributed
4274.0,representations at the top of
4275.599999999999,this transformer model. But of
4278.36,"course, given a specific task,"
4280.72,it may be necessary to come to
4283.32,"some sort of prediction,"
4284.96,depending on the output format
4287.5599999999995,"of the task, it may be"
4288.599999999999,necessary to take only some of
4290.0,those representations and
4291.04,condition on them with
4291.96,additional weights in order to
4293.5199999999995,make that prediction. But
4294.76,typically that's only a small
4296.0,amount of additional weights
4297.48,that contains task specific
4298.88,knowledge and the vast majority
4300.68,of the model contains the
4301.92,general knowledge that was
4302.92,trained into the BERT model. So
4306.56,just doing this massively
4309.4800000000005,improves the performance of any
4311.96,models which aim to exhibit some
4314.76,sort of general understanding of
4316.12,language. What I mean by that is
4318.08,when any model which is
4320.24,intending to be trained on a
4322.32,"wide range of different tasks,"
4325.36,"using the BERT style approach,"
4326.96,so transferring knowledge from
4328.24,an enormous running text
4329.48,corpora via fine tuning to those
4332.44,"specific tasks leads to, has led"
4334.76,to a really strong and
4336.36,significant performance on a
4337.92,large number of these tasks. And
4340.0,"importantly, this doesn't just"
4342.12,allow one model to solve lots of
4344.48,"tasks better. In many cases,"
4346.76,this is the way to achieve
4348.84,state-of-the-art performance on
4350.44,these additional tasks. So even
4352.44,a model which was just
4353.599999999999,specialised to those additional
4355.719999999999,"supervised learning tasks,"
4357.24,would not perform better than a
4358.8,model that was initially
4359.88,"pre-trained on BERT. In fact,"
4361.5599999999995,"for a lot of these tasks,"
4363.5599999999995,performance is substantially
4364.76,worse unless you apply BERT
4367.08,style pre-training on an
4368.8,enormous corpus before
4370.32,transferring to these additional
4371.639999999999,tasks. So this is a really
4374.96,compelling demonstration of
4376.16,transfer learning. And the key
4378.639999999999,insight with BERT is that
4381.84,transfer needs to take place
4384.08,throughout the weights of a
4385.04,large network.
4385.8,Previous attempts to do this
4387.72,involve transfer just at the
4389.400000000001,level of those specific word
4390.84,"embedding weights, which could"
4392.76,encode the information relevant
4395.04,to each individual word and
4396.6,model's vocabulary. But they
4398.04,didn't have a mechanism to
4399.68,encode the ways in which those
4402.08,"words combine. Now, a few years"
4405.2,"before BERT, a model called"
4407.28,Elmo and a couple of other
4408.96,models started to show that
4410.6,there was some promise in
4411.68,sharing more than just those
4413.12,"word embedding weights, but"
4414.72,actually sharing a large amount
4417.04,of functions which learn to
4419.0,combine weights when
4421.12,pre-trained on some task
4422.56,agnostic objective and
4424.4400000000005,transferred to specific tasks.
4426.0,And then the BERT model really
4427.16,"took that to the next level,"
4429.4800000000005,using the machinery of the
4430.84,transformer to exhibit really
4432.52,impressive transfer learning. So
4435.400000000001,we've now acquired five
4437.56,interesting principles of how a
4440.84,language and meaning seem to
4442.08,interact when we understand the
4443.16,sentence. And we've added this
4445.44,"fifth one, understanding is"
4447.16,balancing input with knowledge
4449.44,"that we've had already, or our"
4451.44,general knowledge of the world.
4452.84,And we've talked about BERT as
4454.16,a mechanism for endowing models
4457.5599999999995,with something like a general
4459.68,knowledge that may be necessary.
4462.4,"And we've shown that in fact,"
4465.24,"indeed, it is very important on"
4467.5199999999995,a lot of language understanding
4468.599999999999,tasks to have this sort of prior
4470.4,knowledge acquired from a
4471.48,massive range of different
4474.48,experiences and different types
4475.719999999999,"of texts. So in the next section,"
4478.839999999999,we'll look a bit forward to
4480.2,"other sources of information,"
4481.919999999999,which may plausibly be useful
4483.679999999999,for different language
4484.28,"understanding models, because of"
4485.879999999999,"course, BERT only has the means"
4487.5599999999995,to acquire knowledge through
4488.879999999999,text. Whereas if you think about
4490.5599999999995,the fruit fly example or time
4492.48,"flying like an arrow, those"
4494.12,sorts of examples tell us that
4495.599999999999,there are many other sources of
4497.759999999999,information that we may have
4499.96,used in order to gain the
4501.84,general conceptual or world
4504.44,knowledge required to actually
4505.68,make sense of language.
4507.32,"So in the last section, we saw"
4509.08,how the BERT model is a really
4511.4800000000005,exciting example of transferring
4514.16,knowledge from an enormous
4515.32,amount of text to apply that
4518.08,knowledge to very specific
4519.52,language tasks that maybe have a
4521.08,small amount of data from which
4522.52,to learn. And this works in part
4526.68,because of the critical
4528.0,importance of the
4529.88,general knowledge in
4532.0,understanding language. And that
4534.72,we need ways in which models can
4536.72,acquire general principles of
4540.4800000000005,how language works and how word
4543.0,meanings fit together in order
4545.32,to make high quality
4549.52,predictions for a range of
4552.0,different language tasks. Now in
4554.24,"this section, we're going to"
4555.56,talk about further ways in which
4557.88,we might be able to endow
4559.32,models with general or
4561.32,"conceptual knowledge, which they"
4563.2,can then apply to language
4565.639999999999,related tasks. And in
4567.5199999999995,"particular, in a way that's not"
4569.48,"accessible to the BERT model,"
4571.28,which is the ability to extract
4574.0,"knowledge, general knowledge and"
4575.639999999999,conceptual knowledge from our
4578.36,"surroundings, which is something"
4579.92,as humans that we're doing all
4581.48,"the time. Now, this is an"
4587.04,opportune time to start thinking
4589.4,about these challenges because
4591.08,the tools available for these
4593.4,sorts of unsupervised knowledge
4595.72,extraction processes are
4597.6,improving all the time. So as
4599.32,well as the objective of mass
4601.44,language modelling and next
4602.8,sentence prediction that we saw
4604.24,"with BERT, there's also exciting"
4606.88,techniques in the field of
4608.24,computer vision that often
4610.68,involve things like missing
4612.16,parts of an image and making
4613.8,predictions about whether or not
4616.2,that part of the image is the
4618.48,correct part or of which pixels
4621.08,would most appropriately fit in
4622.92,"to that part of an image, or"
4624.32,maybe contrasting incorrect
4626.96,parts of images with correct
4628.08,parts of images and things like
4629.24,that. So those sorts of
4630.639999999999,objectives are also leading to
4633.48,really good ability to transfer
4635.24,from large banks of images to
4636.639999999999,specific image classification
4638.4,"tasks. And of course, in the"
4640.96,"world of learning, behaviour"
4644.0,involves often really
4645.6,reinforcement learning. On
4647.400000000001,"those sorts of tasks, our"
4648.56,techniques for having agents
4650.400000000001,develop a more robust
4653.200000000001,understanding of their
4654.160000000001,surroundings and possibly what's
4655.96,"known as a model of their world,"
4658.280000000001,those techniques are also
4659.4400000000005,"improving. So in DeepMind, we"
4662.64,"thought it was the right time,"
4664.280000000001,"given all of these improvements,"
4665.88,to start to study this question
4668.96,of knowledge acquisition through
4670.64,prediction in an actual agent
4672.72,that can interact in its
4673.88,surroundings. But the idea of
4676.32,knowledge acquisition through
4677.28,prediction is actually a very
4678.68,old one in neuroscience and
4680.400000000001,psychology. So it goes back all
4681.96,the way to the time of Helmholtz
4683.76,and there's some very
4684.56,influential papers you can see
4686.08,in this slide that really
4688.84,proposed and made clear the idea
4691.4800000000005,that predicting what was about
4693.4400000000005,to happen to an agent or an
4695.2,organism was a very powerful way
4697.96,of extracting knowledge and
4699.4800000000005,structure about the world that
4701.44,"surrounds that agent. Now, in"
4705.48,"our case, we unfortunately can't"
4707.44,set an enormous neural network
4709.24,free in the world in which we
4711.16,live and just see if it learns.
4713.4,But the next best thing is to
4715.24,create a simulated world. And we
4716.919999999999,did that in the Unity game
4718.48,engine. And the aim with this
4720.599999999999,work was to study precisely
4724.08,whether or not an agent which
4725.36,moves around this world can
4727.799999999999,apply various different
4729.0,algorithms in order to acquire
4731.0,as much knowledge as possible
4733.04,from its environment. But in
4734.6,"particular, in a slight"
4736.84,difference to other work on this
4738.52,"sort of topic, we were interested"
4741.24,in whether or not this knowledge
4743.04,"would be language relevant, i.e."
4745.64,whether or not this knowledge
4746.56,would be knowledge which could
4747.64,serve the agent's ability to
4749.8,understand or use language. And
4752.72,the way we did that was as well
4754.76,as creating loads of random
4756.28,rooms with different objects
4757.68,positioned in different places
4759.0,in this simulation. We also
4761.6,created a bunch of questions
4763.8,such that for any random room
4765.28,"that was created, the agent"
4767.8,could find in the environment
4769.72,questions which could plausibly
4771.92,be answered. So examples of the
4774.36,sorts of questions we asked are
4775.4,"things like, what is the colour"
4776.76,of the table? What is the shape
4778.84,of the red object? How many
4780.96,rubber ducks are there in the
4782.2,room? Is there a teddy bear
4784.2,somewhere? And even comparison
4786.84,questions like things like
4788.44,is the number of rubber ducks
4789.719999999999,bigger than the number of toy
4791.24,sheep? So those are the sorts of
4792.96,"questions. And importantly,"
4794.5199999999995,being able to answer these
4795.5599999999995,questions requires a particular
4796.919999999999,"type of knowledge, that's"
4798.2,"propositional knowledge, the"
4799.679999999999,"knowledge, the ability to tell"
4801.12,whether something's true or
4802.2,false in our environment. And
4803.919999999999,"that's often contrasted,"
4805.4,"especially by philosophers, with"
4807.48,"procedural knowledge, which is"
4809.04,just the sort of instinctive
4810.4,knowledge that maybe a
4811.5599999999995,reinforcement learning agent
4813.08,would naturally have when it
4814.919999999999,learns to solve control problems
4817.0,in a very fast and precise way.
4819.4,So this is a different type of
4820.6,problem than what's typically
4821.96,faced by agents which are
4824.0,trained with reinforcement
4825.2,learning. So in order to think
4830.32,about how we could develop
4831.8,algorithms to aggregate this
4833.12,sorts of knowledge as an agent
4834.52,"explores its surroundings, we"
4836.12,first just gave the agent a
4838.16,policy which meant that it
4839.32,visited all of the things in the
4840.88,room a little bit. So that
4842.28,essentially creates a video of
4843.84,experience and then we set up
4846.52,learning model the challenge of
4849.320000000001,taking in that experience and
4852.0,aggregating knowledge as much as
4853.96,possible in the memory state of
4855.400000000001,the agent as it lives that
4857.120000000001,experience. And then the way
4859.400000000001,that we measure the quality of
4860.68,that knowledge is by bolting on
4863.080000000001,a QA decoder onto the agent. And
4866.360000000001,that's the part of the model
4868.0,which is going to actually
4869.080000000001,produce the answer to the
4870.88,questions when fed with the
4872.92,current memory state of the
4874.2,agent and the particular
4876.5599999999995,"question. So as an example, the"
4878.92,agent might explore a room with
4880.679999999999,a yellow teddy bear and a red
4882.599999999999,sheep and a large table and
4885.2,then a small toy dinosaur under
4888.4,the table. And the environment
4892.639999999999,"might present the question, what"
4894.96,is the toy that's under the
4896.2,table? Now the agent would
4898.679999999999,explore and the agent's learning
4900.36,algorithm can take in all of the
4901.72,things it sees as it moves
4902.96,around the room. But the agent
4905.92,"has, like, it can't, the agent"
4910.52,itself can't see the question.
4912.44,"So the agent just has to, the"
4914.68,learning algorithm just has to
4915.88,find a way based on the
4916.96,experience to aggregate general
4919.96,knowledge into the agent such
4922.52,"that when the question, the QA"
4924.24,decoder is queued with the state
4926.76,of the agent at the end of the
4928.4800000000005,episode and queued with the
4930.28,"question, it's possible that"
4932.6,people to combine those two
4934.240000000001,pieces of knowledge and answer
4936.04,with dinosaur. So to do this
4938.72,"effectively, the agent needs a"
4940.84,large amount of general
4942.08,knowledge about how things are
4943.84,arranged in the environment
4946.120000000001,"around it, such that the QA"
4947.84,decoder can take that knowledge
4950.120000000001,and make predictions about the
4952.52,answers to questions. It's very
4954.92,important detail that we do not
4956.6,back propagate from the answer
4957.92,to the question back into the
4959.72,QA. So the weights in the agent
4963.08,and the objectives that the
4964.2,agents applying must be general.
4965.84,They can't be specifically
4967.320000000001,tailored to getting the
4968.56,knowledge to answer the
4969.360000000001,"question. Instead, it must be a"
4972.72,process of aggregating
4974.0,throughout this episode such
4975.240000000001,"that at the end of the episode,"
4976.4800000000005,the agent's memory is as
4977.92,knowledgeable as possible. And
4980.320000000001,"then to this, we apply various"
4982.08,different baselines. So the
4983.16,obvious baseline is just an LSTM
4985.4800000000005,or any sort of recurrent agent.
4988.400000000001,Much more complicated to apply
4989.52,"this in this context, because of"
4991.160000000001,course we can't see the whole
4993.080000000001,episode at once. As we're moving
4994.72,"through the world, we can only"
4995.76,see time steps up to the current
4997.320000000001,"time step. Now, another approach"
5001.360000000001,is to endow the agent with
5003.92,"predictive learning objectives,"
5005.96,a little bit like the sorts of
5007.240000000001,mass language model prediction
5008.68,"that Bert's making, but where"
5010.4800000000005,"the agent has to, given a"
5012.280000000001,certain time point in the
5013.400000000001,"episode, a predictive loss, a"
5017.0,"predictive engine, an overshoot"
5018.76,"engine, takes the current memory"
5020.76,state of the agent at that time
5022.24,point and rolls forward in time.
5026.360000000001,Once the agent has finally
5029.52,"experienced the episode, we can"
5031.64,then do some learning where we
5033.4400000000005,compare the prediction of that
5035.0,predictive loss to what the
5036.4400000000005,agent actually encounters. And
5039.400000000001,"importantly, the predictive loss"
5041.04,can also take into account the
5042.4400000000005,action that the agent chose to
5043.8,take in each of those time
5044.88,steps. So these are kind of
5046.56,"action, conditional, overshoot"
5048.44,unrolls where we see what the
5051.5199999999995,agent actually encountered in
5052.799999999999,the future and then update the
5055.0,weights of the agent such that
5057.639999999999,they're better able to make
5058.839999999999,these sorts of predictions. And
5060.839999999999,we tried two specific
5062.44,"algorithms. So in one case, in"
5064.759999999999,"the sim core algorithm, which"
5066.44,"was proposed last year, the loss"
5069.919999999999,that's used in this predictive
5071.32,mechanism is a generative model
5073.48,"loss, which is modelling each of"
5076.32,the individual pixels in the
5078.12,observations that the agent sees
5079.76,in the world in future time
5081.16,steps. And in the other
5083.64,"predictive objective, we use"
5086.16,contrastive predictive coding.
5088.16,This is basically asking the
5090.5199999999995,model to distinguish or
5093.16,presenting the model with two
5094.32,images at a given time step and
5096.32,asking the model to say which of
5097.599999999999,those two is actually the one
5099.8,the agent encounters in the
5101.04,"future, as opposed to one which"
5103.5199999999995,is selected randomly from some
5104.92,other episode. Now we can
5111.32,evaluate these sorts of
5112.4,predictive mechanisms for
5113.52,aggregating knowledge in the
5114.64,agent precisely by their ability
5117.28,to create knowledge in the
5118.76,"memory state of the agent, such"
5119.96,that at the final time step of
5121.2,"every episode, the question"
5122.84,answering decoder can take that
5124.52,knowledge and answer the question.
5126.68,What we found surprisingly is
5128.4400000000005,that only one of these
5129.36,predictive algorithms actually
5131.08,led to the agent being able to
5133.0,effectively answer questions.
5134.36,"And that was the SIMCOP, the"
5135.799999999999,model which uses a generative
5138.0,model to estimate the
5140.599999999999,probability density of pixels in
5143.16,future observations of the model
5145.679999999999,conditioned on the memory state
5146.88,further back in time. So the
5148.88,contrastive predictive algorithm
5151.2,was much less effective at
5152.719999999999,giving the agent the general
5153.799999999999,knowledge required to be able to
5155.5199999999995,answer these questions. The
5157.24,green line at the top of the
5158.28,plot here shows the performance
5159.88,of the agent if you back
5161.16,propagate from the question
5162.44,answers back into the actual
5165.12,"agent memory. So by doing that,"
5167.4,you allow the agent to
5168.32,specialise in a particular type
5170.08,"of question for every episode,"
5171.719999999999,rather than requiring it to
5172.879999999999,build up knowledge in a general
5174.08,way. But you can see that that
5175.599999999999,makes the agent much more
5176.599999999999,effective at answering these
5177.719999999999,questions. To give us some
5180.5599999999995,flavour of exactly what the
5181.719999999999,"agent does, here's a video. You"
5183.96,"can see the question is, what is"
5185.32,the colour of the pencil? And
5187.12,you can see that as the episode
5188.5199999999995,"continues, the agent's"
5189.639999999999,prediction gets more and more
5190.92,confident that the answer is
5192.56,red. Such that on the final
5195.6,"time step, red is by far the"
5197.64,most probable answer. If we
5199.96,"consider the other video, let me"
5204.8,"just activate the other video,"
5209.2,you can see that a similar thing
5210.36,happens with a different type of
5211.4,question. So here the question
5214.0,"is, what is the aquamarine"
5215.4800000000005,object? And the answer is it's a
5217.4400000000005,"grinder, it's a salt or pepper"
5218.6,"grinder. And again, the agent's"
5220.52,confidence is very strong at the
5222.4800000000005,"end, but we observed these sorts"
5226.080000000001,of effects only in the agent
5227.320000000001,which was endowed with the same
5228.52,core model of predicting the
5230.240000000001,"probabilities of pixels, future"
5232.200000000001,observations conditioned on the
5233.56,actions that it took at
5235.6,arbitrary overshoots into the
5236.88,future. So that's just a small
5241.56,insight into work that's going
5242.92,"on in DeepMind, where we're"
5244.4800000000005,starting to consider how we can
5245.96,aggregate knowledge from the
5247.280000000001,"general environment, as well as"
5249.040000000001,knowledge from large amounts of
5250.32,"text into a single model, which"
5252.84,can start to combine this sort
5254.2,of conceptual understanding and
5256.04,general knowledge understanding
5257.84,and a really strong understanding
5260.04,of language into a single agent
5262.2,which can come up with a
5263.0,coherent and strong ability to
5265.5599999999995,form the meaning of statements
5267.599999999999,and sentences. And also to take
5270.96,that knowledge to answer
5271.92,"questions, to produce language"
5273.679999999999,"and to enact policies, enabling"
5275.799999999999,it to do things in complex
5277.44,environments. So we've reached
5281.44,the end of the lecture and I
5284.599999999999,just thought we'd go back and
5285.879999999999,reflect a little bit quickly on
5287.759999999999,the various things that we've
5289.08,covered. So we've talked about
5290.96,various aspects of language
5293.24,which make neural networks and
5296.639999999999,deep networks particularly
5298.48,appropriate models for capturing
5302.48,the way that meaning works. So
5304.4,"in particular, we raised the"
5305.5199999999995,fact that words are not
5307.04,"discrete symbols, but they"
5308.08,actually almost always have some
5310.2,sense of different related
5311.6,senses. But disambiguation is a
5314.24,huge part of understanding
5315.68,language and then that can
5317.28,critically depend very often on
5318.76,context. We've talked about the
5320.4,facts that that context can be
5321.84,non-local. So to do with the
5325.68,work we're currently thinking
5326.6,"about, that context can also be"
5328.28,very non-linguistic. It can
5330.2,depend very much on what we're
5331.32,currently seeing and doing. The
5333.84,"notion of composition, we've"
5335.28,reflected on the fact that that
5336.96,in itself seems to vary
5338.84,depending on what the words are
5340.6,that are being combined in any
5342.32,one instance. And we've talked
5344.08,about the importance of
5344.96,background knowledge and ways to
5346.24,acquire that. So one way that we
5348.64,talked about was BERT and
5350.16,unsupervised learning from text.
5352.24,And another way was through
5353.88,predictive objectives in a
5356.08,situated agent. And so if we
5361.12,look at these features and these
5362.44,"aspects of language, the"
5364.12,mechanisms that I've discussed
5365.84,"today, cover them reasonably"
5368.04,"well, and hopefully they shed"
5369.6,some light on why neural
5371.84,networks and interactive
5373.4400000000005,processing architectures that
5375.08,have been the sort of
5375.84,differentials of neural
5377.04,computation and distributed
5378.96,representations are particularly
5381.16,effective for language
